기준_년분기_코드,행정동_코드_명,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,시간대_건수~06_매출_건수
20251,난곡동,PC방,267000000,48029,16173,18575,6615
20251,난곡동,당구장,55237457,2975,38,139,89
20251,난곡동,한의원,330802343,21097,629,721,0
20251,난곡동,치과의원,1237935302,8899,608,1406,0
20251,난곡동,일반의원,2509123909,143870,5310,21787,0
20251,난곡동,스포츠 강습,167265869,346,113,73,0
20251,난곡동,예술학원,74409221,534,25,90,0
20251,난곡동,일반교습학원,739554020,1497,4,77,10
20251,난곡동,커피-음료,352970605,87521,11978,27267,0
20251,난곡동,호프-간이주점,56780400,1433,40,141,310
20251,난곡동,분식전문점,164558943,14193,1291,2600,292
20251,난곡동,치킨전문점,561665175,18161,1516,2608,1326
20251,난곡동,패스트푸드점,59483295,4133,590,872,0
20251,난곡동,제과점,276696870,28579,1612,4290,0
20251,난곡동,한식음식점,1599476522,47088,2979,6688,34
20251,미성동,조명용품,1007533628,9297,0,181,0
20251,미성동,인테리어,405050657,6171,0,771,0
20251,미성동,철물점,47913181,2475,59,292,0
20251,미성동,가구,39181154,125,16,5,0
20251,미성동,애완동물,42075610,1634,158,237,0
20251,미성동,화초,4944639,177,0,15,0
20251,미성동,섬유제품,61795301,445,9,28,0
20251,미성동,자전거 및 기타운송장비,529101561,3357,0,320,0
20251,미성동,운동/경기용품,28201657,345,0,0,0
20251,미성동,화장품,247963382,2700,82,139,0
20251,미성동,문구,53717541,1649,40,160,0
20251,미성동,의료기기,166549570,189,0,0,0
20251,미성동,의약품,1663239198,111975,6714,12528,0
20251,미성동,시계및귀금속,19203998,54,0,0,0
20251,미성동,안경,363419337,3685,516,768,0
20251,미성동,신발,577613,12,0,0,0
20251,미성동,일반의류,1988729060,27955,921,2055,0
20251,미성동,반찬가게,6000000,181,0,0,0
20251,미성동,청과상,185847952,12674,569,1237,0
20251,미성동,수산물판매,75810971,1039,72,109,0
20251,미성동,육류판매,400265444,12113,205,843,0
20251,미성동,핸드폰,75269698,7362,387,847,0
20251,미성동,컴퓨터및주변장치판매,30137199,211,0,211,0
20251,미성동,편의점,1093310262,108406,26635,32428,11234
20251,미성동,슈퍼마켓,4489782557,410051,43630,82199,28500
20251,미성동,노래방,117338626,900,20,265,362
20251,미성동,세탁소,216807940,13660,485,1920,0
20251,미성동,피부관리실,119932429,2361,1467,800,0
20251,미성동,네일숍,6815058,109,10,28,0
20251,미성동,미용실,659865122,17314,1633,3205,0
20251,미성동,자동차미용,14158200,18,0,12,0
20251,미성동,자동차수리,338911624,1944,45,164,0
20251,미성동,스포츠클럽,332455796,970,225,272,18
20251,미성동,골프연습장,217439067,4268,217,425,9
20251,미성동,당구장,13252303,1120,0,0,0
20251,미성동,한의원,222926022,9402,215,532,0
20251,미성동,치과의원,1803154644,10493,192,1033,0
20251,미성동,일반의원,1786855427,69777,3858,6195,0
20251,미성동,스포츠 강습,192070510,1045,57,211,0
20251,미성동,예술학원,253148939,1914,112,570,0
20251,미성동,일반교습학원,1476274220,3834,0,150,7
20251,미성동,커피-음료,223569853,43193,6389,12036,80
20251,미성동,호프-간이주점,379318833,16147,1737,4106,1669
20251,미성동,분식전문점,177734932,14634,1181,2281,5
20251,미성동,치킨전문점,179956448,6689,521,1062,178
20251,미성동,패스트푸드점,26425087,2018,324,478,0
20251,미성동,제과점,436639265,38034,3263,6078,0
20251,미성동,양식음식점,110261382,3029,284,382,0
20251,미성동,중식음식점,157773306,6130,413,1062,83
20251,미성동,한식음식점,2524047640,70708,4437,9397,1781
20251,삼성동,인테리어,403920723,17018,536,69,0
20251,삼성동,가전제품,15733180,144,0,0,0
20251,삼성동,가구,5856967,29,0,0,0
20251,삼성동,섬유제품,19778765,215,0,0,0
20251,삼성동,화장품,41999171,1014,24,49,0
20251,삼성동,의약품,220607914,20572,950,2499,0
20251,삼성동,시계및귀금속,566635,23,0,0,0
20251,삼성동,안경,52280031,494,31,60,0
20251,삼성동,신발,6243459,274,21,0,0
20251,삼성동,일반의류,318730158,10629,107,495,0
20251,삼성동,반찬가게,162578318,11867,88,395,0
20251,삼성동,청과상,775082942,48278,1365,2145,0
20251,삼성동,수산물판매,1611576289,83747,801,3686,0
20251,삼성동,육류판매,1118927597,35179,1249,1715,0
20251,삼성동,미곡판매,90000000,1736,0,72,0
20251,삼성동,슈퍼마켓,1688697646,102432,3841,12259,1582
20251,삼성동,노래방,4624414,43,0,6,12
20251,삼성동,여관,25893021,556,178,157,178
20251,삼성동,부동산중개업,510000000,1485,340,1145,0
20251,삼성동,가전제품수리,67433354,336,0,168,0
20251,삼성동,세탁소,59550058,1774,198,151,0
20251,삼성동,네일숍,7164146,164,10,10,0
20251,삼성동,미용실,171895250,4997,126,333,0
20251,삼성동,자동차수리,198334629,1009,61,123,0
20251,삼성동,한의원,383543209,15008,582,1291,0
20251,삼성동,치과의원,411073307,2186,318,540,0
20251,삼성동,일반의원,449877045,23470,907,2280,0
20251,삼성동,스포츠 강습,6047813,12,0,0,0
20251,삼성동,예술학원,30051889,194,0,0,0
20251,삼성동,일반교습학원,306527009,1236,32,0,0
20251,삼성동,커피-음료,3970987,551,48,111,0
20251,삼성동,호프-간이주점,10968219,379,0,0,348
20251,삼성동,분식전문점,117217149,6950,443,1578,22
20251,삼성동,치킨전문점,8514263,427,6,30,6
20251,삼성동,패스트푸드점,326407123,33595,7532,10048,120
20251,삼성동,제과점,976947,198,132,33,0
20251,삼성동,중식음식점,127958096,4847,93,801,0
20251,삼성동,한식음식점,825383417,37662,2828,6337,0
20251,대학동,전자상거래업,2350353,18,0,0,0
20251,대학동,화초,65991604,1968,622,707,24
20251,대학동,화장품,1368596,7,0,0,0
20251,대학동,문구,252692961,15928,4766,3676,0
20251,대학동,서적,330795161,10515,1386,4181,0
20251,대학동,의약품,1854416008,154928,24507,34721,1052
20251,대학동,안경,298373435,3381,636,687,0
20251,대학동,일반의류,164568587,5184,192,96,0
20251,대학동,반찬가게,1749404143,126817,6556,24315,32
20251,대학동,육류판매,626223664,15659,895,1769,0
20251,대학동,편의점,2409249971,357179,115279,116495,47252
20251,대학동,슈퍼마켓,1743783428,263923,51193,76696,32406
20251,대학동,노래방,281284008,46640,21374,18235,7861
20251,대학동,여관,2981077,12,0,0,0
20251,대학동,부동산중개업,54000000,8058,3835,1904,0
20251,대학동,가전제품수리,33347,6,0,0,0
20251,대학동,세탁소,105087020,13318,4664,3505,1408
20251,대학동,피부관리실,21581935,147,0,45,0
20251,대학동,네일숍,14025800,280,73,58,0
20251,대학동,미용실,435109767,14062,2472,4217,6
20251,대학동,스포츠클럽,114777106,926,372,202,0
20251,대학동,PC방,1027656191,193346,100341,58734,34140
20251,대학동,당구장,101904447,7813,1003,687,550
20251,대학동,한의원,72989773,4874,79,418,0
20251,대학동,치과의원,1347612905,12576,1467,2658,0
20251,대학동,일반의원,1863995054,98865,10488,20009,0
20251,대학동,스포츠 강습,496249243,1559,308,278,0
20251,대학동,예술학원,8885442,121,0,36,0
20251,대학동,일반교습학원,173576354,2341,271,651,0
20251,대학동,커피-음료,1474760545,260350,72568,77191,2156
20251,대학동,호프-간이주점,916105092,19892,5587,6019,4307
20251,대학동,분식전문점,973062780,91633,21645,24075,1329
20251,대학동,치킨전문점,263677811,16307,3181,4440,578
20251,대학동,패스트푸드점,264923773,20547,5047,5754,14
20251,대학동,제과점,694572200,83011,18509,20863,197
20251,대학동,양식음식점,280811321,12861,2388,3148,29
20251,대학동,일식음식점,594536452,27406,8426,6762,1273
20251,대학동,중식음식점,453544946,31397,7614,7708,16
20251,대학동,한식음식점,4817960824,231002,44161,64117,9008
20251,조원동,조명용품,3713675,151,0,93,0
20251,조원동,인테리어,87493993,890,15,15,0
20251,조원동,철물점,31624084,1139,0,89,0
20251,조원동,가구,43243651,1323,0,82,0
20251,조원동,애완동물,44604405,698,100,188,0
20251,조원동,화초,39537491,1158,188,450,21
20251,조원동,섬유제품,437975,17,0,0,0
20251,조원동,완구,5155867,131,0,0,0
20251,조원동,자전거 및 기타운송장비,48899929,833,123,69,0
20251,조원동,화장품,127802023,384,4,78,24
20251,조원동,의료기기,2324338,77,0,0,0
20251,조원동,의약품,2593208867,209363,27805,47874,21
20251,조원동,시계및귀금속,227880398,558,63,0,0
20251,조원동,안경,1187578113,13230,4459,4810,0
20251,조원동,신발,45058743,2449,0,14,0
20251,조원동,일반의류,201704152,2355,0,116,0
20251,조원동,반찬가게,41255821219,394630,16982,47517,0
20251,조원동,청과상,3578293197,242787,11278,36112,2048
20251,조원동,수산물판매,124880856,4622,50,148,0
20251,조원동,육류판매,681796180,21836,576,2827,0
20251,조원동,미곡판매,151865857,1695,68,204,0
20251,조원동,핸드폰,572463,44,0,0,0
20251,조원동,컴퓨터및주변장치판매,4026448,436,0,109,0
20251,조원동,편의점,1418826521,203262,50067,72957,28232
20251,조원동,슈퍼마켓,4195342119,329059,48344,96230,22861
20251,조원동,노래방,305138025,11762,5395,3781,1151
20251,조원동,여관,94643255,1899,68,257,858
20251,조원동,세탁소,5567310,285,27,81,0
20251,조원동,피부관리실,123442255,2023,314,649,542
20251,조원동,네일숍,12761629,172,44,46,0
20251,조원동,미용실,673903179,16428,2459,5154,0
20251,조원동,자동차수리,1702173386,8561,464,2232,0
20251,조원동,스포츠클럽,143789496,746,286,287,0
20251,조원동,PC방,54000000,9589,4681,2797,1393
20251,조원동,당구장,69280612,3326,178,431,362
20251,조원동,한의원,1165886212,20920,1628,4371,0
20251,조원동,치과의원,1216572405,5119,555,997,0
20251,조원동,일반의원,2659938447,96278,9671,18676,8
20251,조원동,스포츠 강습,188453027,943,6,159,0
20251,조원동,예술학원,90216512,399,54,161,0
20251,조원동,일반교습학원,371011336,894,0,32,0
20251,조원동,커피-음료,641195101,78050,16035,24952,310
20251,조원동,호프-간이주점,1788053837,28045,2525,7257,4973
20251,조원동,분식전문점,830688895,70924,13441,20281,5424
20251,조원동,치킨전문점,239681078,7738,1074,1727,483
20251,조원동,패스트푸드점,1262266164,125826,31939,46693,10299
20251,조원동,제과점,172351927,17136,2969,5222,19
20251,조원동,양식음식점,56175508,668,133,245,0
20251,조원동,일식음식점,299982185,7374,1604,2743,0
20251,조원동,중식음식점,971448686,23730,1621,4330,696
20251,조원동,한식음식점,9162462345,246395,21575,46582,9051
20251,난향동,의약품,275435001,19364,806,2265,0
20251,난향동,일반의류,101167472,3087,0,226,0
20251,난향동,청과상,431129,43,0,0,0
20251,난향동,육류판매,76294051,2466,44,241,0
20251,난향동,슈퍼마켓,586029047,61081,3248,8853,1433
20251,난향동,세탁소,84982587,3400,146,472,0
20251,난향동,미용실,41587175,1064,24,155,0
20251,난향동,골프연습장,28078346,703,3,27,24
20251,난향동,한의원,85123159,4784,90,536,0
20251,난향동,치과의원,366015049,2084,84,174,0
20251,난향동,일반의원,920594470,98884,1808,7779,0
20251,난향동,스포츠 강습,94169110,535,0,83,0
20251,난향동,예술학원,268061663,1930,0,194,0
20251,난향동,일반교습학원,281456989,1015,0,15,12
20251,난향동,커피-음료,26678914,2832,730,430,0
20251,난향동,호프-간이주점,40325285,758,141,89,184
20251,난향동,분식전문점,7504642,1110,116,218,0
20251,난향동,치킨전문점,49460383,1506,6,116,0
20251,난향동,제과점,26197983,2329,247,459,27
20251,난향동,한식음식점,563208517,18581,2101,2079,0
20251,신림동,전자상거래업,33031505,216,18,36,0
20251,신림동,조명용품,425208681,6448,157,738,0
20251,신림동,인테리어,656345,58,0,0,0
20251,신림동,가구,157597427,514,0,98,0
20251,신림동,애완동물,63444733,1783,283,634,0
20251,신림동,화장품,53513645,2299,334,532,14
20251,신림동,의료기기,725568719,1113,0,101,0
20251,신림동,의약품,3854743737,281236,50431,75459,0
20251,신림동,시계및귀금속,27151273,175,11,18,0
20251,신림동,안경,834017845,9677,2754,2685,0
20251,신림동,신발,9470612,168,0,32,0
20251,신림동,일반의류,1646576046,13058,435,1176,0
20251,신림동,청과상,7366776,916,81,132,0
20251,신림동,육류판매,1256825354,7686,1211,2092,24
20251,신림동,핸드폰,1765551,81,0,0,0
20251,신림동,컴퓨터및주변장치판매,8340012,10,0,0,0
20251,신림동,편의점,5887632328,730422,213787,279744,108066
20251,신림동,슈퍼마켓,5004542181,559728,138184,192584,43447
20251,신림동,노래방,774026686,44203,19000,17270,7758
20251,신림동,여관,1011739343,25460,6055,7832,7040
20251,신림동,부동산중개업,1548846,310,0,310,0
20251,신림동,세탁소,286637740,45089,17242,17755,4691
20251,신림동,피부관리실,304203915,4368,1683,1706,165
20251,신림동,네일숍,58397893,667,135,279,0
20251,신림동,미용실,1138236740,20218,4940,8786,9
20251,신림동,자동차수리,863425582,3242,73,727,0
20251,신림동,스포츠클럽,1640523248,15575,3634,9429,1430
20251,신림동,PC방,131774317,25291,12333,10329,3952
20251,신림동,골프연습장,13967314,105,24,41,0
20251,신림동,당구장,69650455,4711,221,767,687
20251,신림동,한의원,690013693,14675,1755,3312,0
20251,신림동,치과의원,2661631292,19006,4797,5176,0
20251,신림동,일반의원,8942215700,236378,45074,66663,8
20251,신림동,스포츠 강습,152917408,304,88,110,0
20251,신림동,예술학원,70107042,59,0,0,0
20251,신림동,커피-음료,1433555935,233708,58685,93024,6477
20251,신림동,호프-간이주점,5170640230,119580,29866,51705,33988
20251,신림동,분식전문점,1100828307,113382,21118,36428,10474
20251,신림동,치킨전문점,89331299,5575,890,1782,820
20251,신림동,패스트푸드점,152886355,12978,4755,5191,14
20251,신림동,제과점,102470560,14119,3446,4126,74
20251,신림동,양식음식점,29865472,589,257,232,0
20251,신림동,일식음식점,83862745,4182,1142,1768,105
20251,신림동,중식음식점,396428164,16319,3018,5879,2376
20251,신림동,한식음식점,15363572689,376300,67407,119912,31295
20251,신사동,인테리어,15600418,120,0,52,0
20251,신사동,철물점,61225883,3291,140,448,0
20251,신사동,가전제품,14208237,95,0,0,0
20251,신사동,가구,690265,23,0,0,0
20251,신사동,애완동물,2522469,104,6,6,0
20251,신사동,화초,20378447,545,139,53,0
20251,신사동,섬유제품,40541267,850,12,85,0
20251,신사동,화장품,90661325,2729,23,106,0
20251,신사동,의약품,1722900815,143628,12363,23118,0
20251,신사동,시계및귀금속,10479801,337,27,28,0
20251,신사동,안경,187615260,2221,434,610,0
20251,신사동,신발,9059219,487,0,12,0
20251,신사동,일반의류,106524861,3754,87,263,0
20251,신사동,반찬가게,745123867,58793,5658,7311,0
20251,신사동,청과상,1153663222,95898,3194,7188,0
20251,신사동,수산물판매,229083974,15268,218,844,0
20251,신사동,육류판매,1353551623,59614,2354,5703,0
20251,신사동,미곡판매,23306561,745,6,44,0
20251,신사동,핸드폰,69304003,2240,393,0,0
20251,신사동,편의점,2572326729,367668,87013,120374,53417
20251,신사동,슈퍼마켓,1972393986,220298,35876,60143,9357
20251,신사동,노래방,454306538,14498,5903,5020,3299
20251,신사동,가전제품수리,74629315,2037,123,308,0
20251,신사동,세탁소,347735860,21408,6208,8019,894
20251,신사동,피부관리실,11594629,172,80,57,0
20251,신사동,네일숍,11656642,275,102,88,0
20251,신사동,미용실,958341750,25621,3317,6536,0
20251,신사동,자동차수리,714522320,3046,117,628,0
20251,신사동,스포츠클럽,21618965,262,110,74,0
20251,신사동,PC방,343311306,57869,21275,20141,6406
20251,신사동,당구장,56856319,3715,164,355,365
20251,신사동,한의원,483489845,14868,465,1226,0
20251,신사동,치과의원,2003778268,15950,1457,2233,0
20251,신사동,일반의원,4052322920,205763,15830,30595,0
20251,신사동,스포츠 강습,165247165,598,118,43,0
20251,신사동,예술학원,45272727,453,0,0,0
20251,신사동,일반교습학원,984502612,2303,0,0,0
20251,신사동,커피-음료,195493247,29301,11472,9789,2131
20251,신사동,호프-간이주점,834252190,16609,2794,4242,4144
20251,신사동,분식전문점,386382388,43872,7225,9811,2817
20251,신사동,치킨전문점,124147340,7771,1130,1866,222
20251,신사동,패스트푸드점,67925779,5612,1667,2253,0
20251,신사동,제과점,609327688,61432,7999,11900,116
20251,신사동,일식음식점,21558950,300,114,6,30
20251,신사동,중식음식점,144505042,2337,256,607,0
20251,신사동,한식음식점,3794942695,113575,11374,23502,4616
20251,서림동,전자상거래업,9000000,208,80,85,0
20251,서림동,인테리어,34152347,1296,0,93,0
20251,서림동,가구,13947789,26,0,0,0
20251,서림동,화초,74928082,1728,146,199,0
20251,서림동,운동/경기용품,7602904,134,33,17,0
20251,서림동,의약품,943100129,87389,7718,15688,0
20251,서림동,일반의류,113347253,1970,78,103,0
20251,서림동,반찬가게,43363406,11249,2653,4072,1744
20251,서림동,청과상,13714286,556,48,88,0
20251,서림동,육류판매,397301835,9998,629,2225,0
20251,서림동,편의점,1612281573,233587,46646,83546,30823
20251,서림동,슈퍼마켓,2567070492,275680,38109,69617,22827
20251,서림동,노래방,9321510,96,0,40,35
20251,서림동,세탁소,34725316,4239,1278,1722,704
20251,서림동,미용실,125599676,4969,315,1178,0
20251,서림동,자동차미용,57057543,1081,29,277,0
20251,서림동,자동차수리,543233393,3565,184,702,0
20251,서림동,스포츠클럽,150225725,488,151,186,0
20251,서림동,PC방,266205398,51969,21227,20436,10017
20251,서림동,골프연습장,30984428,68,0,18,0
20251,서림동,한의원,236829845,13128,757,1599,0
20251,서림동,치과의원,1103702320,4031,224,350,0
20251,서림동,일반의원,670338420,55867,3437,8171,0
20251,서림동,스포츠 강습,98731821,342,16,57,0
20251,서림동,예술학원,10753264,67,0,0,0
20251,서림동,일반교습학원,602838135,1337,17,64,54
20251,서림동,커피-음료,234061671,45712,12180,15814,219
20251,서림동,호프-간이주점,319770513,12425,2471,2869,1447
20251,서림동,분식전문점,38456306,4418,591,1412,24
20251,서림동,치킨전문점,91499873,3126,447,853,418
20251,서림동,패스트푸드점,159871747,3822,633,1136,30
20251,서림동,제과점,192585497,19719,3274,4809,0
20251,서림동,일식음식점,115595900,3097,295,402,0
20251,서림동,중식음식점,175560934,7470,544,1776,0
20251,서림동,한식음식점,2101017956,76121,8100,14780,2753
20251,신원동,인테리어,20236438,27,0,0,0
20251,신원동,철물점,33130332,2534,33,280,0
20251,신원동,애완동물,223371872,7096,1346,1246,0
20251,신원동,화초,97716671,3698,312,593,0
20251,신원동,섬유제품,21329942,702,60,65,0
20251,신원동,화장품,149063974,628,0,15,0
20251,신원동,의료기기,8256757,53,0,0,0
20251,신원동,의약품,648567645,51462,2924,8040,0
20251,신원동,시계및귀금속,91111160,293,22,15,0
20251,신원동,일반의류,221811996,3635,101,108,0
20251,신원동,반찬가게,1413964368,29617,2049,2818,101
20251,신원동,청과상,3967543629,210512,7011,21231,18
20251,신원동,수산물판매,1149527716,66413,1084,3412,0
20251,신원동,육류판매,2071351720,81234,4805,11695,13
20251,신원동,편의점,782572182,110055,28531,39705,15563
20251,신원동,슈퍼마켓,2111735072,197832,16673,39149,9222
20251,신원동,노래방,66809822,683,69,77,239
20251,신원동,가전제품수리,22162134,233,16,58,0
20251,신원동,세탁소,73542329,11880,3736,3952,1013
20251,신원동,피부관리실,28455285,56,0,0,0
20251,신원동,네일숍,41384489,61,17,10,0
20251,신원동,미용실,188331715,5276,415,953,0
20251,신원동,자동차수리,176764654,625,0,63,0
20251,신원동,한의원,108712459,3474,37,119,0
20251,신원동,일반의원,312881733,22139,859,2917,0
20251,신원동,스포츠 강습,103675870,657,36,151,0
20251,신원동,예술학원,44465743,238,0,10,0
20251,신원동,일반교습학원,238681236,555,0,89,0
20251,신원동,커피-음료,111355062,21794,2975,6843,0
20251,신원동,호프-간이주점,445137842,9110,1220,1889,2466
20251,신원동,분식전문점,200798935,21868,2396,4314,159
20251,신원동,치킨전문점,15770931,1420,111,304,0
20251,신원동,패스트푸드점,42004076,2271,175,591,111
20251,신원동,제과점,165333844,15838,1764,3681,0
20251,신원동,일식음식점,51255818,1876,222,577,0
20251,신원동,중식음식점,24553802,1478,231,411,0
20251,신원동,한식음식점,4893876702,196274,12702,30824,20777
20251,서원동,조명용품,26989273,1258,0,64,0
20251,서원동,인테리어,33172615,797,89,93,0
20251,서원동,화초,126349400,4123,1526,1670,0
20251,서원동,완구,40688482,1056,85,74,0
20251,서원동,화장품,489653947,8484,3113,3125,44
20251,서원동,서적,164916569,2907,769,876,0
20251,서원동,의약품,3395358415,176012,26450,39614,0
20251,서원동,시계및귀금속,392274362,1779,258,500,0
20251,서원동,안경,827049415,14702,6260,4775,0
20251,서원동,신발,1036480051,10209,2145,3117,0
20251,서원동,일반의류,1869512223,32591,9527,8663,83
20251,서원동,육류판매,491186693,18255,1754,3561,0
20251,서원동,편의점,4653623104,530550,153650,183432,57948
20251,서원동,슈퍼마켓,3146333797,428451,116937,134713,43516
20251,서원동,노래방,418736238,65376,33870,21276,9091
20251,서원동,여관,68452116,1343,347,344,570
20251,서원동,세탁소,65218373,4882,1447,1907,172
20251,서원동,피부관리실,413754969,5797,2233,1978,0
20251,서원동,네일숍,28648310,429,114,159,0
20251,서원동,미용실,1019965240,21958,4701,7506,0
20251,서원동,자동차수리,457815348,2758,203,538,0
20251,서원동,스포츠클럽,7974110,40,10,20,0
20251,서원동,PC방,1322797789,238665,121424,72970,35566
20251,서원동,당구장,288932520,12113,4471,4379,553
20251,서원동,한의원,185061248,4626,376,1074,0
20251,서원동,치과의원,1747911206,11556,1618,3339,0
20251,서원동,일반의원,1282805171,59100,5723,8101,0
20251,서원동,스포츠 강습,166460987,467,132,139,0
20251,서원동,예술학원,409124396,1453,396,193,14
20251,서원동,일반교습학원,46722169,91,0,24,0
20251,서원동,커피-음료,2843292790,416947,140201,151768,6765
20251,서원동,호프-간이주점,6943115140,153530,60525,58461,61847
20251,서원동,분식전문점,1562178493,195115,51042,64001,3267
20251,서원동,치킨전문점,239356725,6052,1297,1361,616
20251,서원동,패스트푸드점,887228102,91019,26352,33376,6959
20251,서원동,제과점,258918253,28479,4805,7359,0
20251,서원동,양식음식점,674562303,13505,3406,4789,308
20251,서원동,일식음식점,1060487573,31461,9383,9397,187
20251,서원동,중식음식점,266936538,16476,5197,3863,350
20251,서원동,한식음식점,13661973583,423990,96340,135691,31931
20251,남현동,운동/경기용품,38288505,60,0,8,0
20251,남현동,화장품,53616836,124,0,14,0
20251,남현동,의약품,1808119563,142222,16101,32857,88
20251,남현동,안경,333986418,6914,3337,1915,0
20251,남현동,일반의류,590706918,6584,366,233,0
20251,남현동,청과상,437460078,35412,1346,4255,0
20251,남현동,육류판매,67177318,1334,40,73,0
20251,남현동,편의점,2557794026,337050,84206,122521,29115
20251,남현동,슈퍼마켓,1731879196,130555,21687,39401,5985
20251,남현동,노래방,106056403,5617,1780,2186,510
20251,남현동,여관,469121461,17665,6464,5992,3006
20251,남현동,세탁소,76450884,4335,809,1550,122
20251,남현동,피부관리실,40595703,508,168,262,0
20251,남현동,네일숍,49794015,750,302,306,0
20251,남현동,미용실,669724420,20064,2066,4116,0
20251,남현동,자동차수리,673880302,4076,239,1148,0
20251,남현동,스포츠클럽,11785384,34,27,7,0
20251,남현동,골프연습장,278485714,5178,1308,1207,490
20251,남현동,한의원,609250274,17183,696,1502,0
20251,남현동,치과의원,1224391000,9305,965,1828,0
20251,남현동,일반의원,2590635538,54452,3769,12196,0
20251,남현동,스포츠 강습,241705507,791,195,258,0
20251,남현동,예술학원,181982998,831,88,235,0
20251,남현동,일반교습학원,73535618,381,0,0,0
20251,남현동,커피-음료,686272591,130085,28422,40595,0
20251,남현동,호프-간이주점,2239343604,42521,12131,15575,7581
20251,남현동,분식전문점,462570624,49269,9284,13795,341
20251,남현동,치킨전문점,654519287,16868,3180,4636,1031
20251,남현동,패스트푸드점,212836183,21811,6924,6963,0
20251,남현동,제과점,373132283,40433,6895,10452,0
20251,남현동,일식음식점,458036679,11403,2204,3403,733
20251,남현동,중식음식점,610734835,21291,5920,6283,4
20251,남현동,한식음식점,6562426249,151375,23194,40457,5727
20251,인헌동,조명용품,150791937,10590,267,1899,0
20251,인헌동,인테리어,27549482,339,7,7,0
20251,인헌동,철물점,50983076,2655,98,332,0
20251,인헌동,애완동물,33868403,1226,99,264,0
20251,인헌동,화장품,116649413,2078,50,94,0
20251,인헌동,문구,20336807,803,42,59,0
20251,인헌동,서적,9636996,862,0,0,0
20251,인헌동,의약품,3384280097,272163,34825,64163,0
20251,인헌동,시계및귀금속,13622580,278,5,33,0
20251,인헌동,안경,242110411,2192,496,584,0
20251,인헌동,가방,22676207,863,11,66,0
20251,인헌동,신발,117101586,539,18,60,0
20251,인헌동,일반의류,703543388,8420,446,883,0
20251,인헌동,반찬가게,475700923,49101,1691,6057,0
20251,인헌동,청과상,4752892430,396651,15782,52064,0
20251,인헌동,수산물판매,1300700829,80621,1904,6033,0
20251,인헌동,육류판매,3007252745,109319,5553,14930,0
20251,인헌동,편의점,2324930760,301726,65956,106910,23657
20251,인헌동,슈퍼마켓,1101749948,132493,16707,32907,5407
20251,인헌동,노래방,189712788,5059,1816,1638,936
20251,인헌동,세탁소,280443869,31666,7836,11256,1900
20251,인헌동,피부관리실,117986079,599,123,118,0
20251,인헌동,네일숍,13002780,293,23,95,0
20251,인헌동,미용실,604190093,15387,2294,4899,0
20251,인헌동,자동차수리,5001596,92,0,17,0
20251,인헌동,스포츠클럽,386973338,2967,851,1061,0
20251,인헌동,당구장,57389729,2057,244,136,48
20251,인헌동,한의원,1379750037,40994,2759,6022,0
20251,인헌동,치과의원,1508552102,13321,1236,2101,0
20251,인헌동,일반의원,7218212743,254523,22321,50836,0
20251,인헌동,스포츠 강습,143864911,660,66,152,0
20251,인헌동,예술학원,54695615,340,0,0,0
20251,인헌동,일반교습학원,472249988,1116,0,46,0
20251,인헌동,커피-음료,945987043,164008,35519,59866,478
20251,인헌동,호프-간이주점,1271326765,22453,3435,7069,6014
20251,인헌동,분식전문점,762633306,75439,11024,23376,536
20251,인헌동,치킨전문점,315486736,11107,1747,3538,159
20251,인헌동,패스트푸드점,36342022,2227,354,547,0
20251,인헌동,제과점,389698687,47574,6233,11279,10
20251,인헌동,일식음식점,246576110,10524,2958,3001,0
20251,인헌동,중식음식점,289244109,12877,965,2637,0
20251,인헌동,한식음식점,4392242547,191035,23421,48392,7635
20251,중앙동,조명용품,233585149,7011,56,1465,0
20251,중앙동,인테리어,5692424,155,0,0,0
20251,중앙동,철물점,144033913,6835,337,516,0
20251,중앙동,가전제품,17596753,243,0,51,0
20251,중앙동,화장품,137294547,1092,65,131,0
20251,중앙동,서적,615650312,3537,65,931,0
20251,중앙동,의약품,3625184850,271773,23032,49939,0
20251,중앙동,시계및귀금속,1935471,97,0,0,0
20251,중앙동,안경,393112236,3299,474,729,0
20251,중앙동,일반의류,233588410,4500,58,257,0
20251,중앙동,육류판매,593275992,10172,211,769,0
20251,중앙동,핸드폰,3978160,446,90,0,0
20251,중앙동,편의점,1739376777,258420,60202,86033,24674
20251,중앙동,슈퍼마켓,4217698981,274722,43898,71293,14264
20251,중앙동,노래방,148557432,1578,124,905,670
20251,중앙동,세탁소,43530227,4604,1154,1450,218
20251,중앙동,피부관리실,35125200,58,8,8,0
20251,중앙동,네일숍,52650669,595,224,223,0
20251,중앙동,미용실,969483153,16706,2554,4197,0
20251,중앙동,자동차수리,403406837,2446,66,195,0
20251,중앙동,스포츠클럽,1001208021,3033,997,963,5
20251,중앙동,당구장,192958376,4927,1072,1398,150
20251,중앙동,한의원,310091867,7175,247,1046,0
20251,중앙동,치과의원,2190251233,13414,1602,2184,0
20251,중앙동,일반의원,4795427355,113922,7291,21168,0
20251,중앙동,스포츠 강습,345945628,1603,463,334,0
20251,중앙동,예술학원,224786359,363,22,35,0
20251,중앙동,일반교습학원,1216426341,2767,0,44,95
20251,중앙동,커피-음료,505033810,92757,22815,32865,205
20251,중앙동,호프-간이주점,1706254040,44822,10450,13677,7370
